num_players,num_rounds,round_index,pairs
24,24,21,"(6,12);(10,19);(18,23);(20,22)"
24,24,22,"(3,16);(4,5);(12,14);(15,18)"
24,24,23,"(1,21);(2,11);(6,22);(9,12)"
24,27,0,"(1,16);(8,23);(11,14);(19,22)"
24,27,1,"(0,4);(3,12);(6,14);(13,20)"
24,27,2,"(0,23);(5,12);(8,19);(17,18)"
24,27,3,"(6,17);(7,15);(8,10);(9,11)"
24,27,4,"(9,20);(12,19);(13,14);(15,21)"
24,27,5,"(0,12);(4,22);(6,13);(10,19)"
24,27,6,"(6,18);(7,21);(9,16);(12,23)"
24,27,7,"(0,8);(3,17);(9,15);(11,21)"
24,27,8,"(0,18);(2,7);(4,9);(11,15)"
24,27,9,"(0,22);(1,18);(7,10);(8,21)"
24,27,10,"(2,5);(6,21);(7,16);(13,23)"
24,27,11,"(1,3);(5,16);(7,13);(15,22)"
24,27,12,"(0,20);(4,5);(6,10);(14,21)"
24,27,13,"(0,14);(1,2);(8,12);(17,23)"
24,27,14,"(2,13);(3,23);(5,18);(12,14)"
24,27,15,"(1,19);(2,18);(3,20);(4,17)"
24,27,16,"(3,5);(4,19);(10,11);(16,17)"
24,27,17,"(1,4);(2,10);(13,22);(14,23)"
24,27,18,"(2,14);(3,16);(7,12);(15,19)"
24,27,19,"(8,11);(10,20);(14,16);(21,22)"
24,27,20,"(4,21);(5,22);(9,18);(19,20)"
24,27,21,"(5,20);(8,16);(10,17);(12,18)"
24,27,22,"(1,23);(5,15);(6,16);(8,22)"
24,27,23,"(1,15);(7,20);(9,17);(11,22)"
24,27,24,"(2,9);(3,13);(7,23);(17,21)"
24,27,25,"(1,20);(4,10);(6,11);(13,15)"
24,27,26,"(0,19);(2,11);(3,18);(6,9)"
24,30,0,"(0,15);(1,9);(2,7);(16,18)"
24,30,1,"(0,3);(4,6);(7,17);(8,11)"
24,30,2,"(1,17);(2,19);(3,10);(13,21)"
24,30,3,"(5,14);(9,10);(18,23);(20,22)"
24,30,4,"(0,11);(1,2);(10,20);(12,23)"
24,30,5,"(0,7);(6,22);(13,15);(14,19)"
24,30,6,"(2,6);(7,11);(16,17);(20,21)"
24,30,7,"(0,8);(1,21);(2,16);(14,20)"
24,30,8,"(3,20);(5,6);(9,13);(14,16)"
24,30,9,"(6,20);(7,19);(11,22);(12,16)"
24,30,10,"(0,17);(1,16);(2,10);(9,12)"
24,30,11,"(0,12);(3,15);(5,18);(11,17)"
24,30,12,"(5,17);(10,23);(13,18);(14,21)"
24,30,13,"(1,15);(13,20);(14,18);(21,23)"
24,30,14,"(0,18);(4,23);(5,19);(8,22)"
24,30,15,"(1,18);(4,13);(12,22);(15,19)"
24,30,16,"(4,9);(6,16);(8,23);(10,12)"
24,30,17,"(0,22);(4,21);(5,15);(10,11)"
24,30,18,"(2,22);(4,18);(5,7);(8,19)"
24,30,19,"(1,8);(3,23);(6,14);(17,22)"
24,30,20,"(2,13);(3,14);(7,15);(8,16)"
24,30,21,"(1,6);(3,4);(8,9);(11,21)"
24,30,22,"(0,23);(3,17);(6,19);(8,13)"
24,30,23,"(3,22);(4,5);(9,20);(11,14)"
24,30,24,"(2,21);(3,19);(4,10);(20,23)"
24,30,25,"(5,12);(11,13);(14,15);(16,20)"
24,30,26,"(1,7);(9,16);(10,15);(11,12)"
24,30,27,"(2,8);(5,10);(12,17);(15,21)"
24,30,28,"(4,19);(6,21);(7,9);(12,18)"
24,30,29,"(7,23);(9,22);(13,17);(18,19)"
24,33,0,"(2,8);(5,20);(11,19);(14,18)"
24,33,1,"(0,5);(4,13);(9,21);(10,19)"
24,33,2,"(1,5);(4,10);(11,13);(18,23)"
24,33,3,"(0,15);(6,22);(7,20);(9,14)"
24,33,4,"(2,12);(5,15);(9,11);(16,19)"
24,33,5,"(0,10);(4,7);(5,19);(16,17)"
24,33,6,"(4,15);(7,10);(8,9);(20,23)"
24,33,7,"(0,17);(1,4);(2,20);(12,14)"
24,33,8,"(0,23);(2,7);(3,16);(5,17)"
24,33,9,"(0,12);(1,22);(3,20);(6,7)"
24,33,10,"(4,22);(7,11);(9,12);(13,15)"
24,33,11,"(0,19);(9,10);(11,16);(12,22)"
24,33,12,"(0,18);(2,16);(4,23);(15,17)"
24,33,13,"(3,18);(8,19);(12,17);(15,16)"
24,33,14,"(2,14);(4,11);(5,13);(7,22)"
24,33,15,"(0,16);(1,21);(5,8);(7,18)"
24,33,16,"(0,21);(2,13);(8,12);(10,20)"
24,33,17,"(1,6);(3,7);(11,14);(13,21)"
24,33,18,"(10,14);(11,21);(12,15);(18,22)"
24,33,19,"(0,22);(1,19);(4,20);(5,14)"
24,33,20,"(8,13);(10,17);(19,20);(21,22)"
24,33,21,"(1,3);(6,9);(8,21);(11,22)"
24,33,22,"(1,10);(13,14);(20,21);(22,23)"
24,33,23,"(1,20);(5,6);(8,16);(19,21)"
24,33,24,"(2,4);(3,17);(5,9);(10,23)"
24,33,25,"(3,8);(6,23);(7,14);(9,15)"
24,33,26,"(6,20);(8,17);(9,13);(15,18)"
24,33,27,"(2,23);(3,6);(12,18);(14,16)"
24,33,28,"(3,13);(7,15);(14,23);(17,18)"
24,33,29,"(1,8);(2,21);(6,10);(11,12)"
24,33,30,"(1,18);(11,17);(16,21);(19,23)"
24,33,31,"(2,19);(3,22);(6,12);(9,17)"
24,33,32,"(3,4);(6,15);(13,18);(16,23)"
24,36,0,"(1,2);(6,13);(7,16);(19,22)"
24,36,1,"(0,7);(3,18);(5,15);(14,17)"
24,36,2,"(0,4);(2,9);(6,22);(10,15)"
24,36,3,"(0,16);(1,17);(3,22);(4,13)"
24,36,4,"(5,19);(8,21);(9,14);(10,12)"
24,36,5,"(2,22);(3,15);(8,20);(9,11)"
24,36,6,"(1,11);(5,10);(9,23);(12,13)"
24,36,7,"(0,15);(1,9);(2,13);(16,23)"
24,36,8,"(0,20);(2,16);(5,23);(10,11)"
24,36,9,"(0,12);(2,3);(8,22);(17,20)"
24,36,10,"(0,17);(7,9);(15,21);(18,23)"
24,36,11,"(2,19);(9,16);(11,14);(12,23)"
24,36,12,"(0,18);(2,17);(4,12);(5,6)"
24,36,13,"(1,20);(4,11);(6,21);(12,16)"
24,36,14,"(1,16);(7,22);(8,23);(17,21)"
24,36,15,"(0,21);(4,8);(5,16);(10,20)"
24,36,16,"(6,12);(7,18);(10,23);(16,19)"
24,36,17,"(3,14);(4,20);(6,19);(7,21)"
24,36,18,"(0,22);(1,5);(9,18);(10,16)"
24,36,19,"(2,11);(4,7);(5,9);(8,15)"
24,36,20,"(0,23);(5,21);(8,14);(10,18)"
24,36,21,"(1,14);(11,21);(13,15);(16,20)"
24,36,22,"(3,8);(4,10);(7,23);(11,12)"
24,36,23,"(4,6);(5,13);(10,19);(15,20)"
24,36,24,"(1,15);(7,8);(12,19);(21,22)"
24,36,25,"(1,7);(4,15);(12,14);(13,18)"
24,36,26,"(3,7);(9,19);(11,20);(12,21)"
24,36,27,"(3,9);(4,22);(6,17);(19,20)"
24,36,28,"(3,11);(6,20);(13,19);(18,22)"
24,36,29,"(8,17);(9,21);(14,18);(15,16)"
24,36,30,"(1,18);(2,14);(8,13);(21,23)"
24,36,31,"(1,22);(5,14);(6,18);(13,17)"
24,36,32,"(2,5);(3,6);(15,23);(17,18)"
24,36,33,"(2,10);(7,20);(8,12);(13,14)"
24,36,34,"(3,13);(4,17);(6,11);(19,23)"
24,36,35,"(0,3);(10,14);(11,22);(17,19)"
24,39,0,"(1,7);(4,21);(13,20);(19,22)"
24,39,1,"(0,5);(1,2);(4,14);(18,23)"
24,39,2,"(0,7);(1,11);(5,9);(13,21)"
24,39,3,"(3,15);(4,23);(7,10);(8,13)"
24,39,4,"(0,11);(5,12);(15,22);(20,23)"
24,39,5,"(0,20);(1,16);(5,23);(14,22)"
24,39,6,"(2,21);(5,6);(8,22);(9,19)"
24,39,7,"(0,19);(1,15);(4,10);(14,18)"
24,39,8,"(0,18);(3,4);(12,23);(15,17)"
24,39,9,"(0,13);(2,22);(5,16);(11,15)"
24,39,10,"(1,18);(4,5);(6,22);(11,21)"
24,39,11,"(0,21);(2,3);(9,11);(12,14)"
24,39,12,"(0,16);(7,21);(10,23);(11,14)"
24,39,13,"(3,10);(7,15);(9,14);(13,17)"
24,39,14,"(0,17);(6,10);(12,13);(18,20)"
24,39,15,"(1,22);(3,20);(6,19);(9,12)"
24,39,16,"(5,10);(7,20);(12,18);(17,19)"
24,39,17,"(0,22);(1,5);(8,17);(13,23)"
24,39,18,"(4,20);(5,19);(8,15);(17,18)"
24,39,19,"(1,12);(3,17);(8,14);(11,13)"
24,39,20,"(0,23);(2,5);(3,22);(10,13)"
24,39,21,"(4,6);(5,15);(7,8);(10,20)"
24,39,22,"(2,4);(7,17);(10,19);(11,20)"
24,39,23,"(1,6);(4,8);(5,18);(11,16)"
24,39,24,"(2,6);(4,11);(12,19);(13,15)"
24,39,25,"(3,14);(4,22);(9,13);(16,23)"
24,39,26,"(1,17);(6,7);(8,9);(15,20)"
24,39,27,"(2,14);(6,17);(8,18);(9,16)"
24,39,28,"(3,12);(8,11);(14,21);(16,18)"
24,39,29,"(2,16);(10,21);(11,23);(14,17)"
24,39,30,"(2,9);(3,7);(12,22);(16,19)"
24,39,31,"(2,20);(9,21);(12,15);(19,23)"
24,39,32,"(6,12);(7,16);(10,17);(15,21)"
24,39,33,"(1,23);(2,17);(10,16);(15,19)"
24,39,34,"(9,10);(13,16);(14,19);(21,22)"
24,39,35,"(2,18);(6,21);(8,23);(14,20)"
24,39,36,"(1,20);(3,18);(7,11);(16,22)"
24,39,37,"(3,8);(6,9);(7,13);(18,19)"
24,39,38,"(0,6);(3,21);(4,9);(8,12)"
24,42,0,"(0,10);(1,22);(9,15);(14,19)"
24,42,1,"(2,3);(9,19);(11,15);(14,23)"
24,42,2,"(3,16);(4,21);(10,11);(13,23)"
24,42,3,"(0,21);(1,8);(4,6);(14,17)"
24,42,4,"(3,21);(5,9);(6,20);(13,17)"
24,42,5,"(0,12);(1,14);(2,7);(4,11)"
24,42,6,"(0,11);(1,2);(6,15);(13,14)"
24,42,7,"(1,10);(3,13);(7,15);(12,21)"
24,42,8,"(0,15);(5,21);(8,19);(20,22)"
24,42,9,"(0,20);(12,18);(13,19);(14,21)"
24,42,10,"(0,17);(3,10);(5,20);(7,16)"
24,42,11,"(0,13);(2,9);(7,17);(18,23)"
24,42,12,"(0,22);(5,17);(6,23);(8,15)"
24,42,13,"(0,19);(6,18);(14,16);(17,21)"
24,42,14,"(0,18);(3,12);(4,13);(11,16)"
24,42,15,"(0,16);(2,10);(9,22);(11,13)"
24,42,16,"(3,23);(10,17);(11,12);(15,20)"
24,42,17,"(1,18);(12,13);(15,19);(20,23)"
24,42,18,"(3,19);(5,7);(11,21);(13,22)"
24,42,19,"(2,20);(4,18);(5,12);(7,14)"
24,42,20,"(3,4);(6,19);(7,8);(10,12)"
24,42,21,"(0,23);(4,15);(5,16);(19,20)"
24,42,22,"(3,14);(8,16);(9,13);(12,20)"
24,42,23,"(1,7);(5,6);(8,11);(19,22)"
24,42,24,"(2,15);(4,22);(7,23);(16,18)"
24,42,25,"(1,9);(4,20);(7,11);(17,19)"
24,42,26,"(10,14);(12,22);(18,19);(21,23)"
24,42,27,"(1,16);(4,23);(9,18);(10,21)"
24,42,28,"(2,14);(6,9);(8,12);(10,15)"
24,42,29,"(6,10);(7,21);(11,14);(18,20)"
24,42,30,"(1,13);(2,23);(5,8);(6,16)"
24,42,31,"(2,5);(6,22);(7,12);(8,21)"
24,42,32,"(3,9);(4,10);(6,21);(15,18)"
24,42,33,"(1,20);(2,17);(16,21);(18,22)"
24,42,34,"(2,4);(3,22);(5,19);(6,12)"
24,42,35,"(1,19);(4,5);(11,23);(14,15)"
24,42,36,"(1,23);(7,10);(8,22);(9,20)"
24,42,37,"(3,8);(4,17);(9,16);(11,22)"
24,42,38,"(1,17);(6,8);(9,10);(11,18)"
24,42,39,"(2,13);(5,23);(8,20);(9,17)"
24,42,40,"(3,7);(5,13);(8,17);(16,22)"
24,42,41,"(0,14);(2,18);(12,15);(16,17)"
24,45,0,"(0,3);(1,6);(9,10);(13,18)"
24,45,1,"(0,6);(2,22);(13,17);(14,18)"
24,45,2,"(0,22);(1,11);(4,10);(9,16)"
24,45,3,"(0,7);(4,16);(5,8);(13,21)"
24,45,4,"(3,11);(5,14);(15,16);(20,23)"
24,45,5,"(0,9);(1,10);(2,15);(8,13)"
24,45,6,"(0,15);(1,4);(2,23);(3,7)"
24,45,7,"(1,3);(14,22);(15,23);(18,21)"
24,45,8,"(0,10);(5,16);(8,18);(11,20)"
24,45,9,"(0,20);(2,8);(7,22);(12,15)"
24,45,10,"(0,12);(4,13);(6,22);(19,20)"
24,45,11,"(0,23);(2,13);(8,11);(14,20)"
24,45,12,"(0,16);(1,7);(3,15);(20,21)"
24,45,13,"(0,14);(1,9);(11,13);(16,22)"
24,45,14,"(1,21);(2,7);(11,15);(19,22)"
24,45,15,"(0,17);(6,10);(9,21);(18,19)"
24,45,16,"(0,21);(3,13);(11,12);(17,22)"
24,45,17,"(0,19);(5,6);(13,23);(17,18)"
24,45,18,"(2,21);(7,11);(8,12);(9,20)"
24,45,19,"(1,17);(3,5);(4,22);(10,15)"
24,45,20,"(2,19);(7,17);(12,20);(14,21)"
24,45,21,"(3,21);(4,15);(6,11);(13,20)"
24,45,22,"(1,14);(3,16);(4,19);(12,22)"
24,45,23,"(1,5);(2,18);(7,19);(12,21)"
24,45,24,"(1,8);(2,5);(12,23);(16,18)"
24,45,25,"(1,12);(2,14);(15,22);(16,23)"
24,45,26,"(3,19);(7,10);(12,18);(22,23)"
24,45,27,"(2,4);(6,7);(9,19);(13,22)"
24,45,28,"(5,19);(9,17);(13,15);(18,20)"
24,45,29,"(4,8);(11,22);(15,17);(18,23)"
24,45,30,"(2,10);(3,23);(5,21);(14,16)"
24,45,31,"(1,20);(8,16);(9,23);(12,14)"
24,45,32,"(3,10);(4,6);(7,14);(15,18)"
24,45,33,"(5,12);(6,14);(8,19);(10,21)"
24,45,34,"(2,20);(4,21);(5,23);(16,17)"
24,45,35,"(1,16);(6,23);(7,20);(9,13)"
24,45,36,"(6,16);(7,8);(12,17);(19,23)"
24,45,37,"(3,12);(4,5);(8,17);(10,13)"
24,45,38,"(3,6);(8,21);(9,11);(14,19)"
24,45,39,"(4,18);(6,13);(9,14);(17,19)"
24,45,40,"(2,17);(4,11);(5,10);(8,9)"
24,45,41,"(5,18);(6,15);(7,16);(10,11)"
24,45,42,"(6,18);(9,12);(10,23);(11,21)"
24,45,43,"(5,7);(8,20);(10,17);(14,15)"
24,45,44,"(3,17);(4,9);(11,19);(20,22)"
24,48,0,"(0,8);(2,18);(9,22);(17,20)"
24,48,1,"(0,2);(1,9);(12,21);(14,23)"
24,48,2,"(0,4);(5,12);(16,20);(21,23)"
24,48,3,"(0,18);(2,15);(3,4);(12,19)"
24,48,4,"(0,7);(4,6);(8,11);(15,22)"
24,48,5,"(0,10);(8,20);(18,21);(19,23)"
24,48,6,"(0,23);(7,14);(11,17);(15,16)"
24,48,7,"(0,9);(1,10);(5,23);(13,22)"
24,48,8,"(0,17);(1,23);(2,22);(6,13)"
24,48,9,"(0,19);(1,2);(3,10);(13,21)"
24,48,10,"(0,13);(1,22);(6,8);(10,12)"
24,48,11,"(2,21);(3,23);(6,19);(7,15)"
24,48,12,"(0,22);(8,21);(9,23);(10,18)"
24,48,13,"(1,4);(7,17);(8,12);(11,15)"
24,48,14,"(0,20);(1,21);(9,12);(14,22)"
24,48,15,"(0,16);(3,22);(4,23);(17,21)"
24,48,16,"(2,5);(8,13);(11,22);(12,20)"
24,48,17,"(7,22);(9,13);(12,16);(18,19)"
24,48,18,"(1,17);(2,3);(4,11);(8,18)"
24,48,19,"(5,9);(6,16);(10,17);(11,14)"
24,48,20,"(0,21);(2,10);(4,9);(7,18)"
24,48,21,"(7,20);(12,14);(16,19);(17,18)"
24,48,22,"(1,8);(4,15);(9,19);(14,18)"
24,48,23,"(1,15);(2,6);(7,16);(9,14)"
24,48,24,"(4,5);(7,11);(8,14);(17,22)"
24,48,25,"(1,7);(3,14);(5,21);(20,22)"
24,48,26,"(1,6);(5,14);(10,16);(11,19)"
24,48,27,"(2,20);(6,15);(7,21);(13,14)"
24,48,28,"(7,10);(8,23);(9,20);(11,12)"
24,48,29,"(3,17);(4,18);(10,14);(15,21)"
24,48,30,"(3,8);(5,15);(6,18);(14,21)"
24,48,31,"(1,18);(11,20);(12,17);(13,15)"
24,48,32,"(1,14);(2,9);(5,17);(13,16)"
24,48,33,"(1,19);(6,17);(12,13);(14,15)"
24,48,34,"(2,11);(3,9);(5,22);(6,21)"
24,48,35,"(3,19);(7,9);(11,23);(16,17)"
24,48,36,"(4,8);(5,11);(16,23);(18,20)"
24,48,37,"(3,21);(6,10);(8,9);(11,13)"
24,48,38,"(2,12);(4,16);(7,13);(8,19)"
24,48,39,"(3,20);(4,12);(6,7);(13,17)"
24,48,40,"(2,13);(4,20);(5,10);(12,23)"
24,48,41,"(3,15);(5,6);(10,13);(19,20)"
24,48,42,"(3,16);(4,22);(14,19);(20,23)"
24,48,43,"(3,6);(5,19);(10,11);(12,15)"
24,48,44,"(5,20);(8,15);(16,21);(17,19)"
24,48,45,"(3,13);(4,7);(10,15);(11,18)"
24,48,46,"(2,19);(5,16);(9,18);(22,23)"
24,48,47,"(0,1);(6,23);(10,22);(16,18)"
