num_players,num_rounds,round_index,pairs
22,22,17,"(2,19);(3,13);(4,16);(5,9);(7,12);(8,21);(10,18);(14,17)"
22,22,18,"(1,15);(2,21);(3,16);(4,14);(5,18);(8,12);(10,13);(17,19)"
22,22,19,"(0,20);(1,7);(2,8);(3,9);(5,11);(10,12);(13,19);(15,21)"
22,22,20,"(0,21);(1,20);(2,11);(3,17);(4,7);(6,19);(10,15);(12,14)"
22,22,21,"(0,6);(1,13);(2,14);(4,18);(8,10);(9,21);(11,17);(15,16)"
23,23,0,"(0,3);(1,16);(6,9);(7,18);(8,13);(12,20);(14,17);(19,21)"
23,23,1,"(0,4);(2,3);(6,19);(7,21);(9,18);(11,13);(12,15);(16,22)"
23,23,2,"(0,5);(2,13);(4,19);(7,16);(8,10);(9,22);(12,21);(14,20)"
23,23,3,"(1,10);(2,19);(5,20);(6,7);(8,18);(11,22);(13,15);(14,21)"
23,23,4,"(0,16);(1,5);(2,14);(3,15);(4,20);(6,11);(9,13);(17,21)"
23,23,5,"(0,18);(1,14);(4,13);(5,22);(7,9);(11,20);(15,17);(16,21)"
23,23,6,"(0,7);(1,17);(3,8);(4,12);(6,14);(9,21);(10,15);(20,22)"
23,23,7,"(1,15);(4,22);(5,21);(6,13);(7,17);(10,20);(11,12);(16,19)"
23,23,8,"(0,11);(1,18);(2,4);(7,10);(9,20);(14,19);(15,22);(16,17)"
23,23,9,"(2,10);(3,20);(4,9);(7,13);(11,14);(12,16);(15,18);(19,22)"
23,23,10,"(0,13);(2,7);(3,22);(5,16);(6,17);(8,19);(10,12);(11,18)"
23,23,11,"(0,14);(1,21);(2,15);(3,5);(6,12);(7,8);(10,22);(18,19)"
23,23,12,"(0,15);(1,13);(2,16);(3,21);(4,7);(6,18);(8,9);(17,20)"
23,23,13,"(0,19);(2,22);(4,15);(5,6);(8,11);(9,12);(10,18);(13,20)"
23,23,14,"(0,17);(1,22);(2,8);(3,11);(5,13);(7,19);(9,14);(18,21)"
23,23,15,"(1,8);(2,17);(3,12);(4,10);(5,9);(6,20);(11,15);(14,16)"
23,23,16,"(1,9);(2,18);(3,6);(5,14);(8,22);(10,17);(13,16);(20,21)"
23,23,17,"(1,11);(3,18);(4,6);(7,22);(8,12);(9,17);(13,19);(15,21)"
23,23,18,"(0,20);(1,7);(2,9);(3,4);(5,8);(10,13);(11,19);(12,18)"
23,23,19,"(0,21);(3,7);(4,11);(5,10);(8,17);(9,16);(12,13);(14,15)"
23,23,20,"(0,22);(3,17);(5,18);(6,8);(10,16);(11,21);(12,14);(15,19)"
23,23,21,"(1,19);(2,21);(4,17);(5,12);(6,15);(8,20);(10,14);(11,16)"
23,23,22,"(0,1);(2,20);(3,19);(4,14);(5,17);(6,10);(12,22);(16,18)"
24,3,0,"(2,13);(3,4);(6,12);(7,14);(8,11);(9,10);(15,19);(20,21)"
24,3,1,"(0,22);(1,8);(2,11);(3,7);(4,10);(5,6);(16,23);(17,18)"
24,3,2,"(0,5);(1,9);(12,21);(13,19);(14,20);(15,18);(16,17);(22,23)"
24,6,0,"(0,4);(1,19);(2,13);(3,11);(5,12);(9,16);(10,23);(14,17)"
24,6,1,"(0,12);(1,16);(2,17);(4,8);(5,10);(7,14);(13,22);(18,20)"
24,6,2,"(1,17);(5,20);(6,22);(7,10);(9,15);(11,12);(14,19);(16,21)"
24,6,3,"(0,9);(3,12);(4,16);(6,17);(8,10);(11,23);(15,21);(18,19)"
24,6,4,"(0,6);(2,18);(3,7);(4,13);(5,22);(8,14);(15,23);(20,21)"
24,6,5,"(1,13);(2,21);(3,18);(6,20);(7,15);(8,11);(9,19);(22,23)"
24,9,0,"(0,10);(1,21);(2,7);(3,22);(5,12);(6,9);(13,16);(20,23)"
24,9,1,"(1,3);(2,22);(4,16);(6,10);(8,15);(9,13);(11,17);(12,19)"
24,9,2,"(0,21);(1,11);(2,9);(5,23);(6,13);(7,20);(14,19);(15,16)"
24,9,3,"(0,9);(1,2);(4,5);(6,21);(8,16);(11,12);(13,19);(18,23)"
24,9,4,"(1,7);(2,23);(3,17);(5,18);(9,14);(10,20);(12,13);(15,19)"
24,9,5,"(0,3);(2,20);(4,8);(7,18);(10,11);(12,14);(17,19);(21,22)"
24,9,6,"(0,12);(3,8);(4,17);(5,21);(7,22);(11,23);(14,15);(18,19)"
24,9,7,"(1,6);(4,14);(5,8);(9,22);(10,15);(11,18);(16,17);(20,21)"
24,9,8,"(0,14);(3,16);(4,20);(6,17);(7,8);(10,18);(13,15);(22,23)"
24,12,0,"(2,16);(3,20);(4,19);(5,14);(6,23);(7,21);(9,11);(10,15)"
24,12,1,"(0,8);(1,11);(2,20);(5,18);(7,19);(12,13);(15,23);(21,22)"
24,12,2,"(0,13);(2,5);(3,10);(4,21);(8,17);(12,14);(15,18);(19,22)"
24,12,3,"(0,4);(1,22);(5,6);(9,15);(10,23);(13,16);(14,17);(19,20)"
24,12,4,"(0,9);(1,20);(3,4);(5,19);(6,8);(10,12);(11,23);(16,21)"
24,12,5,"(0,14);(1,17);(2,22);(7,9);(8,23);(11,12);(13,18);(15,16)"
24,12,6,"(0,19);(1,14);(2,6);(4,5);(11,21);(12,16);(13,15);(18,22)"
24,12,7,"(0,23);(1,6);(2,18);(3,16);(7,13);(8,20);(10,19);(15,17)"
24,12,8,"(1,12);(3,21);(4,13);(6,9);(7,17);(8,22);(10,16);(11,14)"
24,12,9,"(0,11);(3,7);(4,9);(6,12);(14,23);(16,22);(17,18);(20,21)"
24,12,10,"(2,12);(3,14);(5,8);(6,15);(7,18);(9,20);(10,17);(11,13)"
24,12,11,"(1,9);(2,19);(3,5);(4,18);(7,8);(10,21);(17,20);(22,23)"
24,15,0,"(0,8);(1,6);(2,13);(4,5);(7,14);(9,18);(10,19);(12,21)"
24,15,1,"(0,4);(1,9);(3,21);(5,14);(7,22);(11,12);(16,18);(17,20)"
24,15,2,"(2,4);(8,20);(9,16);(10,12);(11,21);(14,18);(15,22);(19,23)"
24,15,3,"(0,22);(1,11);(4,9);(5,19);(6,14);(8,23);(13,17);(15,21)"
24,15,4,"(0,11);(1,21);(2,17);(3,22);(4,13);(5,12);(16,23);(19,20)"
24,15,5,"(1,18);(3,14);(6,23);(7,21);(8,10);(11,15);(12,19);(13,20)"
24,15,6,"(3,8);(4,16);(5,11);(6,7);(9,15);(10,20);(12,23);(17,18)"
24,15,7,"(0,10);(1,13);(3,20);(6,22);(7,8);(11,14);(16,17);(19,21)"
24,15,8,"(0,18);(2,20);(3,7);(5,6);(8,17);(10,21);(13,16);(22,23)"
24,15,9,"(0,19);(2,21);(3,13);(4,17);(5,9);(10,16);(14,15);(18,20)"
24,15,10,"(0,23);(2,3);(5,13);(6,15);(7,12);(8,18);(11,16);(14,20)"
24,15,11,"(1,19);(2,10);(3,6);(4,18);(8,22);(9,12);(11,23);(15,17)"
24,15,12,"(1,22);(2,12);(5,8);(6,17);(7,10);(9,23);(13,19);(15,16)"
24,15,13,"(0,21);(1,23);(2,14);(3,11);(4,22);(6,9);(7,15);(12,20)"
24,15,14,"(0,13);(1,16);(2,19);(4,14);(5,15);(7,18);(9,17);(10,22)"
24,18,0,"(0,14);(1,23);(2,9);(4,7);(6,17);(13,18);(15,22);(16,19)"
24,18,1,"(0,2);(1,8);(4,16);(6,7);(9,18);(11,22);(13,14);(19,20)"
24,18,2,"(0,17);(3,8);(5,19);(6,12);(7,22);(9,20);(10,23);(18,21)"
24,18,3,"(0,19);(2,16);(3,12);(4,9);(5,10);(7,23);(11,13);(15,21)"
24,18,4,"(1,10);(4,14);(5,15);(7,13);(8,17);(9,21);(11,12);(18,20)"
24,18,5,"(0,20);(1,14);(2,11);(3,22);(4,17);(7,16);(12,19);(21,23)"
24,18,6,"(0,7);(1,3);(2,21);(4,22);(8,23);(9,19);(10,15);(12,20)"
24,18,7,"(0,10);(1,7);(3,17);(5,9);(8,14);(12,16);(13,15);(18,22)"
24,18,8,"(0,13);(1,4);(5,12);(6,15);(8,16);(9,11);(10,22);(18,23)"
24,18,9,"(1,12);(2,22);(5,7);(6,20);(9,10);(11,21);(14,19);(15,17)"
24,18,10,"(0,22);(1,13);(2,3);(4,20);(5,17);(6,14);(7,19);(12,23)"
24,18,11,"(1,16);(2,18);(3,6);(7,12);(8,13);(9,23);(10,17);(11,14)"
24,18,12,"(3,4);(5,8);(6,9);(11,15);(13,20);(14,21);(16,23);(18,19)"
24,18,13,"(0,15);(2,5);(6,19);(8,18);(10,20);(11,16);(14,22);(17,21)"
24,18,14,"(0,16);(1,21);(3,20);(4,15);(10,11);(12,22);(13,23);(17,19)"
24,18,15,"(0,18);(2,4);(3,15);(5,6);(8,10);(14,17);(20,21);(22,23)"
24,18,16,"(1,5);(2,13);(3,18);(6,21);(8,19);(9,12);(11,20);(14,16)"
24,18,17,"(2,8);(3,7);(4,5);(6,16);(10,21);(11,18);(13,17);(15,23)"
24,21,0,"(1,22);(4,11);(5,8);(6,20);(10,17);(12,23);(13,21);(14,19)"
24,21,1,"(0,18);(1,5);(3,10);(7,20);(8,14);(9,15);(11,22);(13,16)"
24,21,2,"(0,4);(2,20);(3,13);(6,14);(7,8);(10,11);(12,22);(17,23)"
24,21,3,"(0,14);(1,16);(4,22);(5,10);(6,17);(8,19);(9,13);(15,18)"
24,21,4,"(1,2);(3,22);(4,21);(7,10);(9,14);(13,19);(16,23);(18,20)"
24,21,5,"(0,15);(2,4);(5,14);(6,21);(7,12);(8,16);(9,22);(10,23)"
24,21,6,"(0,21);(2,11);(3,6);(8,22);(12,16);(13,20);(15,17);(18,23)"
24,21,7,"(0,12);(2,5);(3,9);(4,16);(7,18);(11,19);(13,22);(20,21)"
24,21,8,"(0,20);(1,13);(2,8);(4,23);(5,15);(9,16);(12,21);(17,19)"
24,21,9,"(1,11);(3,17);(4,18);(5,21);(6,7);(9,10);(12,19);(15,23)"
24,21,10,"(0,11);(1,10);(3,15);(5,6);(7,14);(8,12);(17,20);(18,21)"
24,21,11,"(0,19);(2,15);(6,12);(8,9);(10,20);(11,16);(13,17);(21,22)"
24,21,12,"(0,16);(1,21);(3,14);(4,5);(7,11);(8,17);(9,19);(10,22)"
24,21,13,"(0,17);(2,9);(10,21);(11,13);(12,18);(14,16);(15,19);(20,23)"
24,21,14,"(0,23);(2,17);(3,20);(4,6);(5,18);(10,15);(11,14);(19,21)"
24,21,15,"(1,7);(3,8);(4,9);(5,16);(6,19);(12,20);(15,21);(17,22)"
24,21,16,"(0,22);(1,18);(2,3);(5,9);(7,13);(8,23);(12,15);(16,19)"
24,21,17,"(1,19);(2,23);(3,12);(4,20);(5,7);(6,22);(8,18);(14,15)"
24,21,18,"(1,8);(2,22);(3,7);(6,10);(11,23);(13,15);(14,18);(16,17)"
24,21,19,"(1,9);(2,14);(4,7);(5,20);(6,11);(10,16);(13,23);(18,19)"
24,21,20,"(0,1);(2,6);(3,18);(4,17);(7,9);(11,21);(12,13);(14,23)"
24,24,0,"(0,12);(1,11);(4,19);(5,10);(8,21);(14,18);(15,20);(16,23)"
24,24,1,"(1,10);(3,20);(4,16);(5,15);(6,9);(7,13);(17,23);(18,21)"
24,24,2,"(0,19);(1,17);(2,6);(5,9);(7,14);(11,23);(16,18);(20,22)"
24,24,3,"(0,7);(1,6);(2,23);(3,16);(5,8);(10,14);(12,18);(15,22)"
24,24,4,"(0,5);(3,7);(4,17);(8,22);(9,16);(11,21);(12,13);(18,20)"
24,24,5,"(0,13);(1,2);(3,17);(8,20);(12,19);(14,23);(15,18);(21,22)"
24,24,6,"(0,18);(2,20);(3,6);(4,7);(10,11);(12,14);(15,17);(16,21)"
24,24,7,"(0,9);(1,3);(2,15);(4,12);(6,17);(7,8);(11,22);(13,20)"
24,24,8,"(0,16);(1,12);(3,9);(5,11);(6,21);(8,17);(10,13);(22,23)"
24,24,9,"(0,10);(1,9);(2,22);(3,4);(7,21);(8,13);(11,14);(17,19)"
24,24,10,"(0,20);(1,8);(2,11);(4,10);(5,22);(9,19);(13,18);(14,15)"
24,24,11,"(0,14);(1,23);(2,16);(4,8);(6,13);(7,22);(10,19);(20,21)"
24,24,12,"(3,18);(4,22);(7,17);(8,10);(11,20);(12,16);(14,21);(19,23)"
24,24,13,"(2,21);(3,13);(4,18);(5,12);(6,20);(7,23);(9,17);(15,19)"
24,24,14,"(0,15);(3,8);(5,7);(6,18);(9,23);(10,12);(13,21);(16,22)"
24,24,15,"(0,21);(2,9);(3,5);(4,23);(6,16);(7,10);(11,18);(14,19)"
24,24,16,"(0,23);(1,19);(2,17);(5,13);(8,12);(9,11);(14,20);(15,16)"
24,24,17,"(0,22);(1,21);(3,19);(4,20);(5,6);(7,12);(11,15);(13,16)"
24,24,18,"(1,20);(2,5);(4,21);(7,19);(8,11);(9,18);(10,17);(12,15)"
24,24,19,"(1,13);(3,23);(4,6);(8,15);(10,20);(12,22);(14,17);(16,19)"
24,24,20,"(2,7);(3,11);(4,9);(5,21);(6,19);(10,16);(13,14);(18,23)"
24,24,21,"(2,14);(5,17);(6,7);(8,9);(10,15);(11,12);(13,22);(18,19)"
24,24,22,"(1,15);(2,13);(6,14);(8,18);(9,21);(16,17);(19,22);(20,23)"
24,24,23,"(0,6);(1,14);(2,10);(3,15);(4,11);(5,23);(9,22);(12,17)"
24,27,0,"(0,2);(3,22);(7,10);(8,9);(11,13);(12,20);(14,21);(18,23)"
24,27,1,"(0,18);(1,9);(2,15);(3,13);(7,14);(8,22);(17,20);(19,23)"
24,27,2,"(0,6);(1,20);(2,8);(4,17);(7,11);(9,19);(10,23);(15,22)"
24,27,3,"(0,5);(3,12);(4,6);(7,22);(9,23);(10,21);(11,19);(14,16)"
24,27,4,"(0,11);(1,8);(2,5);(3,4);(6,9);(10,17);(13,22);(16,19)"
24,27,5,"(2,19);(3,7);(5,16);(6,20);(9,18);(11,17);(14,22);(15,23)"
24,27,6,"(0,8);(2,4);(5,17);(6,18);(7,13);(11,21);(12,23);(20,22)"
24,27,7,"(0,19);(2,9);(3,6);(4,15);(7,17);(12,18);(13,20);(16,22)"
24,27,8,"(0,10);(1,18);(2,13);(3,16);(6,14);(11,22);(12,17);(19,20)"
24,27,9,"(0,17);(1,14);(2,7);(3,18);(5,13);(8,19);(11,15);(16,23)"
24,27,10,"(0,16);(1,22);(3,8);(4,12);(6,21);(7,18);(13,23);(15,17)"
24,27,11,"(0,12);(1,23);(3,10);(4,9);(5,21);(8,17);(11,20);(15,18)"
24,27,12,"(0,14);(1,13);(2,16);(4,7);(5,15);(8,10);(11,23);(18,21)"
24,27,13,"(1,7);(3,5);(6,17);(9,12);(10,15);(16,18);(19,22);(20,23)"
24,27,14,"(0,15);(2,21);(5,9);(6,11);(7,19);(10,20);(14,17);(22,23)"
24,27,15,"(0,20);(2,12);(3,17);(4,19);(9,11);(10,16);(14,23);(18,22)"
24,27,16,"(1,3);(2,6);(4,22);(5,10);(7,21);(8,13);(12,14);(16,20)"
24,27,17,"(1,21);(3,23);(5,19);(6,7);(8,14);(9,10);(12,15);(13,17)"
24,27,18,"(0,21);(1,19);(2,23);(4,10);(5,22);(7,15);(11,16);(14,18)"
24,27,19,"(0,22);(1,12);(3,9);(4,18);(6,16);(8,21);(13,19);(15,20)"
24,27,20,"(0,23);(1,2);(3,15);(4,20);(5,8);(6,10);(7,16);(9,21)"
24,27,21,"(2,10);(3,21);(6,8);(9,20);(11,14);(12,19);(13,16);(17,23)"
24,27,22,"(1,4);(5,23);(7,12);(8,16);(10,13);(11,18);(14,19);(15,21)"
24,27,23,"(1,11);(4,8);(5,6);(7,20);(9,14);(12,21);(13,18);(17,22)"
24,27,24,"(1,6);(4,13);(5,20);(8,12);(10,14);(15,16);(17,18);(19,21)"
24,27,25,"(2,14);(3,19);(4,11);(5,18);(8,15);(9,17);(10,12);(13,21)"
24,27,26,"(0,13);(1,5);(2,11);(4,14);(6,22);(9,15);(12,16);(20,21)"
24,30,0,"(0,5);(2,3);(8,9);(10,15);(11,23);(12,14);(13,16);(19,21)"
24,30,1,"(0,3);(2,21);(6,13);(7,16);(8,10);(12,22);(14,17);(20,23)"
24,30,2,"(0,8);(1,17);(2,12);(3,19);(5,9);(6,22);(7,20);(14,18)"
24,30,3,"(0,12);(1,22);(3,17);(4,6);(7,10);(8,13);(15,20);(18,21)"
24,30,4,"(0,11);(1,2);(3,14);(9,17);(12,23);(13,21);(15,18);(19,20)"
24,30,5,"(0,6);(1,23);(2,9);(4,22);(5,13);(7,8);(11,18);(14,21)"
24,30,6,"(0,7);(1,15);(2,22);(3,12);(4,17);(5,10);(6,21);(9,16)"
24,30,7,"(0,9);(2,15);(3,18);(4,7);(5,21);(13,23);(16,19);(17,20)"
24,30,8,"(0,13);(1,11);(2,14);(5,22);(6,15);(9,23);(10,12);(17,18)"
24,30,9,"(2,16);(3,21);(4,5);(9,15);(10,13);(11,17);(14,23);(18,19)"
24,30,10,"(3,5);(4,16);(6,7);(8,23);(10,18);(11,20);(13,14);(15,21)"
24,30,11,"(0,15);(3,23);(4,20);(8,17);(9,10);(11,14);(12,19);(16,22)"
24,30,12,"(0,14);(1,12);(5,17);(7,21);(8,18);(10,19);(13,22);(15,23)"
24,30,13,"(0,16);(1,3);(2,5);(4,21);(7,12);(8,15);(10,23);(19,22)"
24,30,14,"(2,13);(4,23);(5,6);(7,14);(8,16);(9,21);(15,19);(20,22)"
24,30,15,"(0,19);(1,20);(2,18);(4,11);(7,17);(12,15);(16,23);(21,22)"
24,30,16,"(0,17);(1,6);(2,8);(4,9);(5,19);(7,18);(12,20);(14,15)"
24,30,17,"(0,18);(1,4);(2,6);(3,10);(8,20);(9,13);(11,15);(12,16)"
24,30,18,"(0,21);(2,23);(5,18);(6,9);(7,11);(10,16);(12,13);(14,19)"
24,30,19,"(0,20);(1,18);(3,11);(4,13);(8,14);(12,17);(15,22);(21,23)"
24,30,20,"(0,22);(4,14);(6,10);(8,12);(11,13);(15,17);(16,21);(18,20)"
24,30,21,"(1,16);(3,20);(5,14);(6,8);(7,22);(9,11);(13,15);(17,21)"
24,30,22,"(0,23);(1,10);(3,6);(5,8);(7,19);(11,22);(14,16);(20,21)"
24,30,23,"(1,14);(2,4);(3,7);(5,15);(6,18);(11,19);(13,20);(16,17)"
24,30,24,"(2,20);(4,19);(5,7);(6,14);(9,12);(10,22);(16,18);(17,23)"
24,30,25,"(1,19);(3,9);(4,18);(5,12);(6,23);(8,22);(10,20);(11,21)"
24,30,26,"(1,9);(2,7);(3,13);(5,16);(6,20);(8,19);(10,11);(22,23)"
24,30,27,"(1,7);(3,4);(5,11);(6,16);(9,20);(10,21);(13,18);(17,19)"
24,30,28,"(1,13);(2,19);(4,10);(8,11);(9,14);(12,18);(15,16);(17,22)"
24,30,29,"(0,1);(2,10);(3,22);(4,8);(6,17);(7,9);(11,12);(19,23)"
24,33,0,"(0,2);(1,10);(3,15);(5,6);(8,21);(9,20);(12,16);(14,17)"
24,33,1,"(0,4);(1,17);(2,7);(3,23);(5,20);(8,19);(11,14);(18,22)"
24,33,2,"(0,5);(1,6);(2,20);(3,9);(4,12);(8,22);(11,18);(16,19)"
24,33,3,"(0,7);(1,21);(3,22);(4,15);(6,10);(8,14);(12,19);(16,20)"
24,33,4,"(0,16);(5,8);(6,18);(10,14);(11,20);(12,15);(13,21);(22,23)"
24,33,5,"(0,6);(1,14);(2,22);(3,7);(4,9);(5,10);(12,13);(19,20)"
24,33,6,"(0,8);(1,13);(2,6);(4,17);(5,9);(10,16);(11,19);(21,23)"
24,33,7,"(0,9);(2,12);(3,13);(5,21);(6,19);(7,17);(10,20);(15,16)"
24,33,8,"(0,10);(1,11);(2,9);(3,14);(4,21);(5,13);(7,23);(17,20)"
24,33,9,"(0,13);(1,8);(2,23);(4,18);(7,21);(12,20);(14,16);(17,19)"
24,33,10,"(0,11);(3,10);(4,5);(6,17);(9,18);(14,15);(16,21);(19,22)"
24,33,11,"(0,12);(1,3);(2,11);(6,15);(8,18);(13,22);(17,23);(20,21)"
24,33,12,"(0,19);(2,15);(3,8);(4,23);(6,9);(11,22);(12,17);(13,14)"
24,33,13,"(0,14);(2,16);(3,18);(4,20);(5,23);(7,8);(10,19);(12,22)"
24,33,14,"(0,15);(1,20);(2,14);(6,23);(7,9);(11,16);(13,17);(18,21)"
24,33,15,"(0,18);(1,7);(2,8);(3,5);(4,19);(6,21);(11,12);(16,22)"
24,33,16,"(0,17);(2,18);(4,13);(5,12);(7,15);(8,9);(11,21);(14,19)"
24,33,17,"(0,22);(3,11);(4,6);(8,15);(9,19);(10,23);(14,21);(18,20)"
24,33,18,"(1,22);(5,18);(7,12);(9,16);(10,17);(11,23);(13,20);(15,19)"
24,33,19,"(0,20);(1,19);(2,21);(3,16);(5,15);(9,14);(10,13);(18,23)"
24,33,20,"(0,21);(1,16);(2,13);(3,6);(4,14);(7,22);(8,17);(10,18)"
24,33,21,"(0,23);(1,4);(3,19);(5,22);(6,14);(7,16);(8,10);(15,18)"
24,33,22,"(3,21);(5,7);(6,16);(9,11);(10,12);(13,23);(15,17);(20,22)"
24,33,23,"(1,2);(3,17);(4,16);(8,13);(9,23);(10,11);(15,20);(19,21)"
24,33,24,"(2,19);(3,4);(6,22);(8,12);(9,21);(11,15);(16,23);(17,18)"
24,33,25,"(4,8);(5,16);(6,7);(9,15);(10,22);(12,14);(13,18);(19,23)"
24,33,26,"(1,5);(6,13);(7,11);(9,10);(12,18);(14,23);(15,22);(17,21)"
24,33,27,"(1,23);(5,14);(7,10);(8,20);(9,12);(13,15);(16,17);(18,19)"
24,33,28,"(1,18);(2,3);(4,10);(6,20);(7,19);(11,17);(13,16);(21,22)"
24,33,29,"(1,15);(2,17);(3,20);(7,14);(8,11);(9,22);(12,21);(13,19)"
24,33,30,"(1,12);(2,5);(4,22);(7,20);(9,17);(11,13);(14,18);(15,23)"
24,33,31,"(2,4);(3,12);(5,17);(6,11);(7,18);(8,23);(10,21);(14,22)"
24,33,32,"(0,1);(4,7);(5,11);(6,12);(8,16);(9,13);(10,15);(20,23)"
