num_players,num_rounds,round_index,pairs
24,46,27,"(2,19);(5,21);(9,11);(10,16);(12,22);(15,20)"
24,46,28,"(1,13);(4,19);(5,17);(6,22);(12,21);(15,23)"
24,46,29,"(1,11);(2,9);(3,23);(6,21);(8,16);(10,13)"
24,46,30,"(3,4);(5,16);(6,23);(7,9);(19,22);(20,21)"
24,46,31,"(1,10);(4,8);(6,20);(9,22);(11,18);(19,23)"
24,46,32,"(1,20);(2,15);(3,22);(7,11);(12,14);(17,18)"
24,46,33,"(1,12);(2,16);(3,20);(4,17);(8,23);(15,19)"
24,46,34,"(4,7);(6,9);(10,20);(13,15);(14,21);(17,22)"
24,46,35,"(1,19);(3,12);(4,23);(5,8);(6,16);(11,21)"
24,46,36,"(3,19);(4,16);(6,18);(7,23);(10,12);(14,15)"
24,46,37,"(4,5);(7,12);(9,19);(10,23);(15,17);(16,21)"
24,46,38,"(3,18);(8,10);(9,13);(11,16);(14,20);(17,19)"
24,46,39,"(1,21);(4,20);(5,10);(8,14);(12,17);(15,18)"
24,46,40,"(2,14);(5,22);(6,8);(10,11);(12,19);(18,21)"
24,46,41,"(2,13);(5,23);(6,12);(9,18);(10,22);(16,17)"
24,46,42,"(2,20);(3,13);(7,8);(9,14);(12,18);(19,21)"
24,46,43,"(2,21);(8,11);(9,17);(12,23);(13,14);(16,19)"
24,46,44,"(2,18);(3,14);(5,13);(8,15);(9,20);(11,19)"
24,46,45,"(0,3);(5,19);(6,15);(7,22);(8,17);(11,13)"
